CTR 1 e 2;;;;;;
Mês;;Quantidade Mensal;;;Quantidade Mensal;
;;Recebida (Ton);;;de Rejeito (Ton);
Janeiro;1.405,94;;;1.181,55;;
Fevereiro;1.262,08;;;1.141,32;;
Março;1.382,55;;;1.285,18;;
Abril;1.272,85;;;1.284,47;;
Maio;1.435,62;;;1.288,37;;
Junho;1.393,30;;;940,11;;
Julho;1.297,48;;;1.108,02;;
Agosto;1.479,09;;;1.290,33;;
Setembro;1.328,61;;;1.280,04;;
Outubro;1.280,23;;;1.193,86;;
Novembro;1.336,82;;;1.278,04;;
Dezembro;2.145,48;;;1.486,09;;
TOTAL;17.020,05;;;14.757,38;;
