;ATENDIMENTO À IMPRENSA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Mês;;;Janeiro;;;Fevereiro;;;Março;;;Abril;;;Maio;;;Junho;;;Julho;;;Agosto;;;Setembro;;;Outubro;;;Novembro;;;Dezembro;;;TOTAL;
;Demandas;;;58;;;62;;;53;;;27;;;31;;;41;;;57;;;43;;;53;;;45;;;76;;;59;;;605;
