;Junho;;1.191;;;4.156;;;556;12.623;;;18.526;;
;Julho;;1.163;;;4.086;;;579;12.927;;;18.755;;
;Agosto;;1.233;;;4.175;;;621;13.563;;;19.592;;
;Setembro;;1.173;;;4.180;;;562;12.086;;;18.001;;
;Outubro;;1.186;;;4.176;;;541;12.947;;;18.850;;
;Novembro;;1.131;;;3.908;;;513;10.739;;;16.291;;
;Dezembro;;1.239;;;4.519;;;536;10.047;;;16.341;;
;TOTAL;;;14.425;;;46.892;;6.531;;139.597;;;207.445;
