;QUANTIDADE MENSAL RECEBIDA (TON);;;;;;;
;Mês;;;USINA DL SUL;;;USINA CEILÂNDIA;
;Janeiro;;225,84;;;207,24;;
;Fevereiro;;143,58;;;281,47;;
;Março;;143,72;;;316,00;;
;Abril;;154,44;;;306,01;;
;Maio;;254,37;;;373,95;;
;Junho;;246,95;;;387,26;;
;Julho;;315,45;;;468,84;;
;Agosto;;348,52;;;353,75;;
;Setembro;;762,07;;;328,91;;
;Outubro;;758,66;;;414,17;;
;Novembro;;717,21;;;328,17;;
;Dezembro;;1.428,99;;;551,71;;
;Total;;;5.499,8;;;4.317,48;
;Total Geral;;;9.817,28;;;;
