s a iV e d m e g a v a L;s o r u o d a r g o L e;s o c ilb ú p;R$ 76.683,30;R$ 76.683,30;R$ 76.683,30;R$ 76.683,30;R$ 76.683,30;R$ 76.657,98;R$ 76.650,38;R$ 76.650,38;R$ 76.650,38;R$ 76.650,38;R$ 80.090,73;R$ 74.777,48;
o ã ç ir r a V;a d a z in a c e m;s a iv e d;R$ 566.624,30;R$ 539.626,56;R$ 609.705,80;R$ 564.572,80;R$ 557.710,12;R$ 581.965,74;R$ 603.224,83;R$ 579.669,92;R$ 580.796,18;R$ 583.229,20;R$ 574.600,44;R$ 397.773,28;
a d a z in a c e M a r u tn iP;e o iF o- ie M e d;m e g a s ir F;R$ 380.884,84;R$ 380.884,84;R$ 380.884,84;R$ 380.884,84;R$ 380.884,84;R$ 380.759,11;R$ 380.721,34;R$ 380.721,34;R$ 380.721,34;R$ 380.721,34;R$ 415.361,99;R$ 733.580,79;
s o tn e v E s ó P a z e p m iL;s o u d ís e R e d a te lo C e;a r u d r o G e d a x ia C e d;R$ 182.284,88;R$ 182.284,88;R$ 182.284,88;R$ 182.284,88;R$ 182.284,88;R$ 182.224,72;R$ 182.206,64;R$ 182.206,64;R$ 182.206,64;R$ 182.206,64;R$ 182.240,32;R$ 183.714,78;
e d o d r o b s n a r T e d e d a d in U;- s o u d ís e R u o /e s o tie je R;o h n id a r b o S e lu S a s A;R$ 1.030.016,62;R$ 845.401,27;R$ 951.952,38;R$ 844.737,23;R$ 746.245,65;R$ 777.112,17;R$ 824.082,76;R$ 798.902,68;R$ 796.798,47;R$ 794.760,73;R$ 873.024,58;R$ 1.083.432,42;
la to T;la s n e M;;R$ 11.299.199,15;R$ 10.667.295,82;R$ 11.553.782,05;R$ 10.842.437,42;R$ 10.701.317,13;R$ 11.005.737,34;R$ 11.285.042,61;R$ 11.102.616,38;R$ 11.114.793,31;R$ 11.271.226,77;R$ 11.987.383,99;R$ 14.422.109,12;
TOTAL;;;;;;;;;;;;R$ 137.252.941,09;;;
Página | 61;;;;;;;;;;;;;;;
