;QUANTIDADE MENSAL RECEBIDA (TON);;;;;;;
;Mês;;;USINA DL SUL;;;USINA CEILÂNDIA;
;Janeiro;;960,24;;;421,38;;
;Fevereiro;;632,11;;;493,26;;
;Março;;706,58;;;542,67;;
;Abril;;704,07;;;341,21;;
;Maio;;924,87;;;240,52;;
;Junho;;720,64;;;275,78;;
;Julho;;747,74;;;306,14;;
;Agosto;;739,11;;;383,73;;
;Setembro;;741,34;;;423,17;;
;Outubro;;975,19;;;397,09;;
;Novembro;;942,76;;;302,05;;
;Dezembro;;1.224,28;;;523,86;;
;Total;;;9.914,12;;;4.755,67;
;Total Geral;;;14.669,79;;;;
