Pagamentos referentes a repactuação de valores dos contratos (R$)-2016;
Repactuação Aterro Contrato nº07/12 (mai a nov/2016);1.146.001,65
Repactuação Lote I Contrato nº12/12 (mai a nov/2016);7.561.584,70
Repactuação Lote II Contrato nº09/16 (30 jun a out/2016);1.648.023,13
Repactuação Lote III Contrato nº13/16 (mai a 20 nov/2016);2.851.703,32
