IRR SAAN;;;;;;;;
Mês;;;;Quantidade Mensal;;;Quantidade Mensal;
;;;;Recebida (Ton);;;de Rejeito (Ton);
;Janeiro;;63,32;;;16,04;;
;Fevereiro;;92,71;;;27,26;;
;Março;;157,26;;;57,82;;
;Abril;;94,81;;;14,17;;
;Maio;;135,95;;;38,45;;
;Junho;;161,60;;;5,60;;
;Julho;;;238,04;;;4,49;
;Agosto;;;197,71;;;5,91;
;Setembro;;;164,16;;;6,44;
;Outubro;;;208,89;;;7,39;
;Novembro;;;221,68;;;5,01;
;Dezembro;;;117,08;;;5,01;
;TOTAL;;;1.853,21;;;193,59;
