;ANÁLISE DE NOTÍCIAS;;;;;;;;;;
;;;;POSITIVAS;;;NEGATIVAS;;;NEUTRAS;
;Janeiro;;12;;;5;;;3;;
;Fevereiro;;15;;;8;;;1;;
;Março;;14;;;8;;;6;;
;Abril;;19;;;0;;;4;;
;Maio;;35;;;8;;;1;;
;Junho;;16;;;5;;;0;;
;Julho;;14;;;12;;;0;;
;Agosto;;5;;;10;;;0;;
;Setembro;;3;;;3;;;3;;
;Outubro;;32;;;11;;;8;;
;Novembro;;17;;;10;;;8;;
;Dezembro;;30;;;3;;;2;;
;Total parcial;;;212;;;83;;;36;
;Total;;;331;;;;;;;
