LOTE III;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;JAN;;;FEV;;;MAR;;;ABR;;;MAI;;;JUN;;;JUL;;;AGO;;;SET;;;OUT;;;NOV;;;DEZ;
;o ã ç ir r a V;;s a iv e d la u n a m;;;;R$ 2.709.255,00;;;R$ 2.594.650,69;;;R$ 2.918.258,61;;;R$ 2.702.334,30;;;R$ 2.678.321,69;;;R$ 2.782.156,00;;;R$ 2.879.381,78;;;R$ 2.792.322,60;;;R$ 2.789.107,22;;;R$ 2.826.895,97;;;R$ 2.628.742,51;;;R$ 2.848.887,03;;
;a te lo C;;a v ite le S;;;;R$ 515.064,51;;;R$ 514.314,78;;;R$ 587.038,59;;;R$ 546.553,17;;;R$ 528.952,00;;;R$ 591.854,40;;;R$ 599.002,40;;;R$ 596.143,20;;;R$ 592.569,20;;;R$ 578.067,64;;;R$ 738.076,69;;;R$ 785.581,03;;
a te lo C;;la n o ic n e v n o c;;U S R e d;;;R$ 2.692.200,40;;;R$ 2.545.263,37;;;R$ 2.679.798,62;;;R$ 2.394.814,16;;;R$ 2.344.781,53;;;R$ 2.336.094,60;;;R$ 2.267.729,66;;;R$ 2.299.357,68;;;R$ 2.345.508,52;;;R$ 2.439.575,02;;;R$ 3.390.376,35;;;R$ 3.654.423,57;;
a te lo C;;e d la u n a m;;s o h lu tn e;;;R$ 260.303,18;;;R$ 262.050,18;;;R$ 262.050,18;;;R$ 262.050,18;;;R$ 223.801,62;;;R$ 223.801,62;;;R$ 223.801,62;;;R$ 223.801,62;;;R$ 223.801,62;;;R$ 209.396,92;;;R$ 211.563,89;;;R$ 237.739,52;;
a te lo C;;a d a z in a c e m;;s o h lu tn e e d;;;R$ 538.445,16;;;R$ 528.038,78;;;R$ 601.897,04;;;R$ 732.542,53;;;R$ 579.716,38;;;R$ 563.403,88;;;R$ 568.415,66;;;R$ 530.012,99;;;R$ 458.589,18;;;R$ 464.468,58;;;R$ 531.588,41;;;R$ 529.785,36;;
e d a z e p m iL;;e s o tn e m a p iu q E;;s o c ilb ú P s n e B;;;R$ 57.683,70;;;R$ 57.683,70;;;R$ 57.683,70;;;R$ 57.683,70;;;R$ 50.434,66;;;R$ 50.434,66;;;R$ 50.434,66;;;R$ 50.434,66;;;R$ 50.434,66;;;R$ 49.922,58;;;R$ 51.640,00;;;R$ 51.640,00;;
o ã ç a ta C;;a e r Á m e;;e d r e V;;;R$ 725.994,11;;;R$ 726.236,19;;;R$ 726.236,19;;;R$ 726.236,19;;;R$ 709.285,89;;;R$ 720.595,69;;;R$ 725.442,74;;;R$ 726.250,59;;;R$ 726.250,59;;;R$ 748.170,30;;;R$ 935.031,49;;;R$ 966.697,65;;
Página | 64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
