;VALORES DE REMUNERAÇÃO CONTRATUAL;;;;;;;;;;
;Local;;;Valor unitário (t);;;Bonificação (t);;;Valor máximo (t);
Galpões;;;R$ 550,00;;;R$ 23,90;;;R$ 573,90;;
UTMB Asa Sul;;;R$ 510,91;;;R$ 23,90;;;R$ 534,81;;
UTMB P Sul;;;R$ 498,67;;;R$ 23,90;;;R$ 522,57;;
