RIDE;2018
Abadiânia;19.614
Água Fria de Goiás;5.676
Águas Lindas de Goiás;207.070
Alexânia;27.288
Alto Paraíso;7.939
Alvorada do Norte;8.614
Arinos;17.888
Barro Alto;10.922
Cabeceira Grande;6.909
Cabeceiras;7.939
Cavalcante;9.693
Cidade Ocidental;69.829
Cocalzinho de Goiás;19.971
Corumbá de Goiás;11.050
