;DISTRIBUIÇÃO DA RECEITA GERADA PELOS MATERIAIS RECICLÁVEIS COMERCIALIZADOS - 2025 (CONTRATO ANTIGO);;;;;;;;;;;;;;;;;;;
;Mês/Material;;;Diversos;;;Metal;;;Papel;;;Plástico;;;Vidro;;;Total Geral;
;Janeiro;;R$ 4.856,19;;;R$ 252.930,35;;;R$ 551.767,68;;;R$ 1.301.518,31;;;R$ 26.903,13;;;;R$ 2.137.975,66;
;Fevereiro;;R$ 760,75;;;R$ 45.284,35;;;R$ 181.329,10;;;R$ 260.219,10;;;R$ 3.630,20;;;;R$ 491.223,50;
;Março;;R$ 262,46;;;R$ 44.244,40;;;R$ 99.837,26;;;R$ 196.093,56;;;R$ 1.384,80;;;;R$ 341.822,47;
;Abril;;R$ 78,05;;;R$ 16.494,60;;;R$ 67.474,51;;;R$ 20.577,89;;;-;;;;R$ 104.625,04;
;Maio;;R$ 61,07;;;R$ 21.345,80;;;R$ 40.181,28;;;R$ 20.896,30;;;R$ 368,40;;;;R$ 82.852,84;
;Total Geral;;;R$ 6.018,51;;;R$ 380.299,50;;;R$ 940.589,82;;;R$ 1.799.305,15;;;R$ 32.286,53;;;R$ 3.158.499,51;
