;Aterro Sanitário de Brasília - Aterramento (2021);;;;;;;
;Mês;;;Custo por tonelada;;;Total;
;Janeiro;;R$ 44,93;;;R$ 3.100.664,23;;
;Fevereiro;;R$ 44,93;;;R$ 2.842.309,99;;
;Março;;R$ 44,93;;;R$ 3.075.168,25;;
;Abril;;R$ 44,93;;;R$ 2.793.795,03;;
;Maio;;R$ 44,93;;;R$ 2.610.564,20;;
;Junho;;R$ 44,93;;;R$ 2.661.355,31;;
;Julho;;R$ 44,93;;;R$ 2.625.989,11;;
;Agosto;;R$ 44,93;;;R$ 2.626.721,92;;
;Setembro;;R$ 44,93;;;R$ 2.611.416,07;;
