I. Declarada situação de emergência na Limpeza Urbana do DF: Foi declarada, no dia 1º de junho,
situação de emergência no âmbito da limpeza pública do Distrito Federal, conforme Decreto nº 36.528, de 29 de
maio de 2015, publicado no Diário Oficial do DF. A norma teve validade de 180 dias. Entre os motivos que
levaram o governo a tomar a medida estão alguns relacionados ao Lixão do Jóquei, como a presença de
segmentos não ligados ao processo de operação no local. A publicação do decreto também permitiu tornar mais
ágil o processo para instalação definitiva do Aterro Sanitário de Brasília, e a reforma de centrais de triagem.
No período, ficou autorizada a contratação direta de bens e serviços indispensáveis à manutenção da
limpeza pública, desde que comprovada ser essa a via adequada e efetiva para eliminar o risco de paralisação.
Para atendimento das demandas urgentes e necessárias à regularização dos serviços de limpeza urbana,
