;;Assessoria, ASCOM e Diretora de Limpeza Urbana) Administrador da Cidade Sr Leandro Casarin Dalmas Lideranças Comunitárias AGEFIS;Lago Norte RA-XVIII;;Administração Regional
Total;;;27 administrações;669;-
