;;;;JAN;;;FEV;;;MAR;;;ABR;;;MAI;;;JUN;;;JUL;;AGO;SET;OUT;;;NOV;;;DEZ;;;Total;;;Média;
;Chorume;;56.657,10;;;50.093,50;;;47.090,00;;;44.628,80;;;11.407,06;;;21.205,85;;;22.151,51;;25.020,00;;27.507,00;47.965,00;;50.977,00;;;55.349,00;;;;460.051,82;;;38.337,65;
