;;;;JAN;;;FEV;;;MAR;;;ABR;;;MAI;;;JUN;;;JUL;;AGO;SET;OUT;;;NOV;;;DEZ;;;Total;;;Média;
;Lotes I, II e III;;8,490;;;5,930;;;4,590;;;4,490;;;4,240;;;3,970;;;5,430;;4,680;;7,450;6,010;;6,840;;;7,420;;;;69,54;;;5,80;
