;;;;JAN;;;FEV;;;MAR;;;ABR;;MAI;;;JUN;;;JUL;;;AGO;;;SET;;;OUT;;;NOV;;;DEZ;;;Total lote;;;Média;
Chorume;Chorume;;42.439,52;;;40.038,67;;;61.531,21;;;64.718,00;;45.170,00;;;41.018,00;;;12.951,000;;;9.248,00;;;8.167,00;;;9954,000;;;19.055,00;;;16.580,00;;;306.152,40;;;27.832,04;;
