;Sobradinho II;;0,00;;;0,00;;;0,00;;;2,17;;;1,20;;;5,69;;;13,67;;;7,57;;;0,00;8,04;;8,64;;;9,07;;;;56,05;;;4,67;
;Taguatinga;;12,37;;;29,25;;;58,10;;;30,94;;;30,44;;;29,74;;;32,37;;;33,92;;;33,50;59,27;;41,09;;;46,70;;;;437,69;;;36,47;
;TOTAL;;;160,45;;;155,13;;;210,08;;;171,12;;;157,43;;;166,78;;;175,13;;;192,02;;177,68;262,72;;;248,86;;;305,36;;;2.382,76;;;251,23;
