;PRINCIPAIS COMPRADORES;;;;;;;
;COMPRADORES;;;PESO (Ton);;;PESO COMPRADO (%);
CENTCOOP;;;12.880,58;;;35,07%;;
CAPITAL RECICLAVEIS;;;7.047,28;;;19,19%;;
NWU COMÉRCIO VAREJISTA DE FERRO E FERRAGENS DO NATAN LTDA;;;1.590,09;;;4,33%;;
CRISTINA FERREIRA DA SILVA;;;1.435,26;;;3,91%;;
JOSIVAN BEZERRA DE MENEZ EIRELI – ME;;;1.314,97;;;3,58%;;
REDE ALTERNATIVA;;;1.122,11;;;3,06%;;
