;DISTRIBUIÇÃO DA RECEITA GERADA PELOS MATERIAIS RECICLÁVEIS COMERCIALIZADOS EM 2024;;;;;;;;;;
Família;;;Peso (Kg);;;;Total Comercializado;;;Preço Unitário Médio;
;;;;;;;(R$)¹;;;(R$/Kg);
;Diversos;;484.076,69;;;R$ 83.931,88;;;R$ 0,17;;
;Metal;;2.947.464,00;;;R$ 3.218.102,73;;;R$ 1,09;;
;Papel;;17.196.738,30;;;R$ 7.545.186,15;;;R$ 0,44;;
;Plástico;;15.904.837,34;;;R$ 17.831.577,34;;;R$ 1,12;;
;Vidro;;4.696.293,01;;;R$ 326.497,06;;;R$ 0,07;;
;Total;;;41.229.409,34;;;R$ 29.005.295,16;;;R$ 0,70²;
