PESSOAL ASB, URE, COOPERATIVA/ASSOCIAÇÃO E USINAS;;;;o s iP e d la c s iF;;;e d ro d a re p O;a n iu q á M;;;a ts iro to M;;;s o d a g e rra c n E;;;e tn e v re S;;;ra ilix u A;la n o ic a re p O;;;la o s s e P;o v ita rts in im d A;;;o rie h n e g n E;;;/ s e ro d a ta C;m e g a irT;;;e d ro d a re p O;le n ia P;;ro d a tn e irO;la n o ic a re p O;;;e d ra ilix u A;o ã ç n e tu n a M;;;a ts ic irte lE;;;ro d a d lo S;;;o c in â c e M;;;e tn e re G;la n o ic a re p O;;;e d o c in c é T;o d a ç n a ru g e S;o h la b a rt;;;o c in c é T e tn e ts is s A;;;m e g a s e P e d la c s iF;;;/ ro d a v a l/ ro tn iP;/ o rie rd e P;.x u A / a ig iV;o d a fira x o m lA;;;o c im íu Q;;;;L A T O T;;
Operação e Manutenção URE - Valor Ambiental;;;52;;;17;;;;29;;;0;;;39;;;2;;;;6;;;;1;;;0;;;;0;;;0;;;;0;;;;1;;;6;;;8;;;0;;;;1;;;;;0;;;1;;;0;;;;;;0;;;168;;;;
Valor Ambiental - Usina L4 Sul;;;0;;;10;;;;4;;;2;;;14;;;7;;;;0;;;;0;;;0;;;;3;;;0;;;;5;;;;0;;;3;;;0;;;0;;;;3;;;;;2;;;0;;;0;;;;;;0;;;;50;;;
Valor Ambiental - Usina Psul;;;0;;;19;;;;22;;;1;;;2;;;0;;;;29;;;;3;;;0;;;;6;;;6;;;;12;;;;8;;;5;;;13;;;1;;;;6;;;;;1;;;0;;;46;;;;;;1;;;;175;;;
;Consórcio Sustentare-Valor:;;3;;;15;;;;11;;;3;;;4;;;32;;;;10;;;;2;;;0;;;;0;;;0;;;;0;;;;0;;;0;;;0;;;0;;;;1;;;;;0;;;4;;;0;;;;;;0;;;95;;;;
;Operação e Manutenção ASB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Hydros - Tratamento de;;0;;;4;;;;0;;;3;;;0;;;4;;;;3;;;;0;;;0;;;;0;;;0;;;;0;;;;0;;;0;;;0;;;2;;;;0;;;;;0;;;0;;;0;;;;;;0;;;16;;;;
;chorume ASB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOTAL;;;55;;;65;;;;66;;;9;;;59;;;45;;;;48;;;;6;;;0;;;;9;;;6;;;;17;;;;9;;;14;;;21;;;3;;;;11;;;;;3;;;5;;;46;;;;;;1;;;504;;;;
