Outubro;;;R$ 2.271.057,70;;;R$ 31,80;;
Novembro;;;R$ 2.294.158,44;;;R$ 31,67;;
Dezembro;;;R$ 2.235.076,37;;;R$ 26,58;;
;TOTAL;;;R$ 24.687.276,74;;;R$ 335,00;
;MÉDIA;;;R$ 2.057.273,06;;;R$ 27,92;
