;;;;;;;;;;Data de;;;Data de;;;;;;;;;Valor Global
;Nº;;;Empresa;;;Objeto;;;;;;;;;Informações;;;Contrato;;;
;;;;;;;;;;Assinatura;;;Término;;;;;;;;;(R$)
3;;;Maria A. Gomes;;;Centro de Triagem Asa Sul;;;21/03/2014 28/07/2014 13/08/2014;;;21/03/2015 - 11/12/2014;;;Concorrência Pública 05/2013;;;094.001.157/2013 1º Aditivo 2º Aditivo;;;2.389.904;
4;;;Maria A. Gomes;;;Centro de Triagem do Gama;;;28/03/2014 01/07/2014 01/10/2014;;;18/03/2015 - 15/12/2014;;;Concorrência Pública 06/2013;;;094.001.159/2013 1º Aditivo 2º Aditivo;;;2.400.892;
