;Quantidade Mensal Recebida SLU (Ton);;;;;;;
Mês;;;USINA DL SUL;;;;USINA;
;;;;;;;CEILÂNDIA;
;Janeiro;;127,39;;;7,12;;
;Fevereiro;;37,66;;;-;;
;Março;;8,33;;;-;;
;Abril;;0,34;;;-;;
;Maio;;-;;;-;;
;Junho;;-;;;-;;
;Julho;;3,13;;;-;;
;Agosto;;-;;;-;;
;Setembro;;-;;;-;;
;Outubro;;-;;;-;;
;Novembro;;-;;;-;;
;Dezembro;;64,68;;;17,68;;
;TOTAL;;;241,53;;;24,80;
