;APROVEITAMENTO DE RESÍDUOS DAS UTMBS;;;;;;;
;DADOS;;;Índice;;;Valor;
Coleta convencional processada nas UTMBs;;;Toneladas;;;214.683,50;;
Desvio para UTMBs;;;Toneladas;;;7.385,51;;
Resíduos Comercializados nas UTMBs;;;Toneladas;;;6.072,25;;
;Aproveitamento das UTMBs;;;%;;;4%;
