PEAD Colorido Fardo;R$1,90
PEBD Colorido;R$0,70
PEBD Incolor;R$2,30
PET Azul;R$2,45
PET Incolor;R$2,50
PET Óleo;R$1,70
PET Verde;R$2,50
Plástico Colorido;R$1,25
Plástico Incolor;R$1,70
Plástico Strech;R$1,70
PP Colorido;R$1,25
PP Incolor;R$1,70
PVC;R$1,00
Sucata Ferrosa;R$0,40
Sucata Plástica;R$1,90
Sucata Plástica Colorida;R$1,40
Vidro;R$0,05
