COOPERDIFE;47,72;38,92;45,62;42,62;54,86;78,00;80,27;76,95;77,84;75,35;74,64;76,81;769,60
GALPÃO PRÓPRIO VARJÃO;71,83;57,06;67,41;55,58;62,03;55,52;56,41;60,92;52,99;50,83;60,07;68,29;752,13
CRV;71,83;57,06;67,41;55,58;62,03;55,52;56,41;60,92;52,99;50,83;60,07;68,29;752,13
