Limpeza Pós Eventos e Coleta de Resíduos de Caixa de Gordura;R$ 174.092,21;R$ 174.092,21;R$ 174.092,21;R$ 174.092,21;R$ 174.092,21;R$ 174.092,21;R$ 174.092,21;R$ 180.006,58;R$ 180.006,58;R$ 180.006,58;R$ 182.284,88;R$ 182.284,88
Unidade de Transbordo de Rejeitos e/ou Resíduos - Asa Sul e Sobradinho;R$ 943.667,13;R$ 811.837,42;R$ 840.851,10;R$ 819.991,70;R$ 790.642,11;R$ 792.709,80;R$ 813.220,17;R$ 781.724,00;R$ 812.670,78;R$ 934.201,95;R$ 1.051.798,77;R$ 1.158.422,18
TOTAL MENSAL;R$ 11.049.448,60;R$ 10.533.859,11;R$ 10.574.121,13;R$ 9.700.400,89;R$ 9.692.294,08;R$ 9.948.339,23;R$ 10.483.827,21;R$ 10.575.025,59;R$ 10.604.909,08;R$ 11.287.804,36;R$ 11.271.547,48;R$ 11.990.605,63
TOTAL 2020;R$ 127.712.182,30;;;;;;;;;;;
