ano;atividade_id;atividade_rotulo;unidade;valor;relatorio_fonte
2020;varricao_mecanizada;Varrição mecanizada;km;152814.3;2021
2020;varricao_mecanizada;Varrição mecanizada;km;152814.3;2022
2020;varricao_mecanizada;Varrição mecanizada;km;152814.3;2023
2020;varricao_mecanizada;Varrição mecanizada;km;152814.3;2024
2020;varricao_mecanizada;Varrição mecanizada;km;152814.3;2025
2021;varricao_mecanizada;Varrição mecanizada;km;171517.1;2021
2021;varricao_mecanizada;Varrição mecanizada;km;171517.1;2022
2021;varricao_mecanizada;Varrição mecanizada;km;171517.1;2023
2021;varricao_mecanizada;Varrição mecanizada;km;171517.1;2024
2021;varricao_mecanizada;Varrição mecanizada;km;171517.1;2025
2022;varricao_mecanizada;Varrição mecanizada;km;214002.1;2022
2022;varricao_mecanizada;Varrição mecanizada;km;214002.1;2023
2022;varricao_mecanizada;Varrição mecanizada;km;214002.1;2024
2022;varricao_mecanizada;Varrição mecanizada;km;214002.1;2025
2023;varricao_mecanizada;Varrição mecanizada;km;213752.2;2023
2023;varricao_mecanizada;Varrição mecanizada;km;213752.2;2024
2023;varricao_mecanizada;Varrição mecanizada;km;213752.2;2025
2024;varricao_mecanizada;Varrição mecanizada;km;212779.1;2024
2024;varricao_mecanizada;Varrição mecanizada;km;212779.1;2025
2025;varricao_mecanizada;Varrição mecanizada;km;213081.0;2025
